author_id,text,created_at,geo,lang,retweet_count,reply_count,like_count,quote_count,Negative,Neutral,Positive
1256998147387207681,Fica confuso com a URNA ELETRÔNICA? Veja como treinar o seu voto com simulador https://t.co/8hkI18QP2O,2022-08-30 16:59:01+00:00,,pt,0,0,0,0,0.11580436,0.8474083,0.03678738
751266233081696256,"UM PATRIMÔNIO DOS DEUSES
.
REFLEXÃO: ""O que oprime ao pobre para enriquecer a si ou o que dá ao rico certamente empobrecerá."" (Provérbios 22:16)
.
NOTÍCIA: Uma matéria muito interessante. 🤔
.
ASSINADO: URNA ELETRÔNICA 😉💃💫
.
LINK:
https://t.co/KxBclLMHDR https://t.co/kqRy9Er87u",2022-08-30 16:58:45+00:00,,pt,0,0,1,0,0.04543781,0.75616366,0.19839855
1247880485428015105,"O mesmos país que tem urna eletrônica .
@TSEjusbr https://t.co/WxqFdzWBVJ",2022-08-30 16:54:30+00:00,,pt,1,0,3,0,0.0802562,0.86333513,0.05640877
1452694668932694022,@Estadao @EstadaoPolitica por isso são contra a urna eletrônica. só acreditam em negócios em papel,2022-08-30 16:40:49+00:00,,pt,0,0,0,0,0.1075033,0.84715825,0.04533847
1555912979996188672,"@_clarasoares_ Bora apertar a urna eletrônica 
(12 Ciro Gomes) no dia 2 de outubro 
#CiroPresidente12",2022-08-30 16:39:19+00:00,,pt,0,0,0,0,0.036888417,0.90308625,0.060025327
32918134,"@meupaiseursal @cirogomes Se trocar a urna eletrônica pela Wikipedia, ele tá dentro.",2022-08-30 16:26:02+00:00,,pt,0,0,0,0,0.061368845,0.890274,0.048357114
30061046,abro o whatsapp e tá o povo de ux redesenhando a urna eletrônica https://t.co/P6dJ9CLRiB,2022-08-30 16:25:21+00:00,,pt,0,0,1,0,0.118465364,0.8344194,0.047115244
356270150,"minha avó ensinando outra senhora como usa a urna eletrônica ""a coisa mais fácil é você apertar o 13, e confirmar. aperte e confirme não tem errada"". KKKKKKKKKKKKKKKKKKKKK",2022-08-30 16:21:27+00:00,,pt,0,0,0,0,0.381486,0.57685137,0.041662604
18980297,"A série “designer reage” é uma das minhas favoritas do @mimimidias. O vídeo de hoje discute a urna eletrônica com detalhes. Desde acessibilidade, a importância do voto ser secreto, a confiabilidade… feito com muito carinho e informação de qualidade! 💜

https://t.co/CSVXcL40OY https://t.co/vp1lBsNbRd",2022-08-30 16:18:45+00:00,,pt,6,0,28,1,0.013372427,0.60605776,0.3805699
1002890425693294592,"@folha Não se ganha eleição com popularidade digital.
A urna é eletrônica sem acesso a internet.
Só pra vcs saberem.",2022-08-30 16:14:58+00:00,,pt,0,0,2,0,0.15407188,0.78810513,0.05782312
1103683174478032896,Urna eletrônica e códigos-fonte são validados por universidades https://t.co/zzdBTTZULm,2022-08-30 16:11:33+00:00,,pt,0,0,0,0,0.087752275,0.84797204,0.06427557
84226997,@_Loredana__ @hannagouveia_ Boca de confusão de urna eletrônica,2022-08-30 16:07:33+00:00,,pt,0,0,3,0,0.099343464,0.8527056,0.047950998
48554002,"""Aparecida Debate"" estreia Especial Eleições 2022 e o primeiro tema é Urna Eletrônica  https://t.co/Fp19Ebs2En",2022-08-30 15:59:33+00:00,,pt,0,0,0,0,0.07843461,0.86978954,0.05177582
1544483370557661184,"""Aparecida Debate"" estreia Especial Eleições 2022 e o primeiro tema é Urna Eletrônica  https://t.co/r06cj6uZTG",2022-08-30 15:59:15+00:00,,pt,0,0,1,0,0.07843461,0.86978954,0.05177582
15386602,"Se são avessos ao moderno sistema bancário nacional, imagina se acreditariam na urna eletrônica. https://t.co/2IQok3K1Np",2022-08-30 15:55:05+00:00,,pt,1,0,6,0,0.08860026,0.8583797,0.053019997
198225136,Como FUNCIONA um URNA ELETRÔNICA #OQueTemDentro 🔵Manual do Mundo https://t.co/feLbqIPjZe via @YouTube,2022-08-30 15:53:55+00:00,,pt,0,0,0,0,0.04454509,0.90690374,0.048551057
1556769610044678147,@TRUE97920078 @JFMargarida @juliette Mais de 25 MILHÕES 😍😍😍 mamando no dinheiro público e sendo eleito por urna eletrônica! https://t.co/lIFHib1dz5,2022-08-30 15:48:43+00:00,,pt,0,0,0,0,0.00396527,0.11270216,0.8833326
62900055,@simonetebetbr Crise econômica por causa da urna eletrônica? Essa eu nunca tinha ouvido. Ainda bem que no resto do mundo não tem urnas eletrônicas e as economias estão muito bem! A pandemia e a guerra na Ucrânia não atingiu nenhum país. 🤦🏻‍♂️,2022-08-30 15:44:01+00:00,,pt,0,0,0,0,0.48012546,0.4671398,0.05273469
1519008172580773889,@GellaAdauto Eu arrancaria a urna eletrônica do e levaria até a polícia!,2022-08-30 15:38:57+00:00,,pt,0,0,0,0,0.044740852,0.8154579,0.13980119
8110402,"Maioria da população confia nas urnas eletrônicas, diz pesquisa CNT →
https://t.co/jdocCSdJzC https://t.co/TYGvNQdj2V",2022-08-30 15:38:54+00:00,,pt,2,0,4,0,0.1418601,0.8182084,0.03993145
34687666,"A partir de hoje as edições do #AparecidaDebate terão como foco possibilitar ao eleitor conhecer mais sobre o processo eleitoral brasileiro. Nesta noite, às 21h55, o tema discutido será ""Urna eletrônica"".

➕ Saiba mais:
https://t.co/pvyutcHmPe",2022-08-30 15:28:00+00:00,,pt,0,0,5,0,0.07112514,0.8614476,0.06742721
1549618978053578752,@PATRlOTAS Pena que robô não vota em urna eletrônica 🤣,2022-08-30 15:25:35+00:00,,pt,0,0,0,0,0.15902814,0.76076436,0.08020757
1558880924732981248,Destruiria a urna eletrônica!!! https://t.co/MMVWo7p0d6,2022-08-30 15:24:55+00:00,,pt,0,0,0,0,0.14341055,0.7385948,0.1179946
2987500486,@larithume Vo fazer strogonoff na urna eletrônica 😋,2022-08-30 15:22:39+00:00,,pt,0,0,0,0,0.00959427,0.63069314,0.35971254
986298297919909889,"TSE anuncia que eleitor terá tempo extra para conferir voto na urna eletrônica; assista
https://t.co/rEIW7HKopI",2022-08-30 15:21:27+00:00,,pt,0,0,2,0,0.05736541,0.888019,0.05461554
1437928410005786628,eu amo aquele barulhinho que a urna eletrônica faz pipiriririm,2022-08-30 15:19:11+00:00,,pt,0,0,0,0,0.07512015,0.8521988,0.07268107
1282689463848701956,"ai gente, não falei em momento nenhum que ia votar no bolsonaro(e se eu realmente for ngm vai tirar o meu dedo da urna eletrônica), enfim, vários amigos/pessoas que eu sigo vão votar no lula(que EU não concordo), mas eu não fui na dm de seu NGM reclamar, nem em lula nem em outro+",2022-08-30 15:13:15+00:00,,pt,0,1,1,0,0.081734866,0.85963583,0.058629327
1363653708375064577,TSE anuncia que eleitor terá tempo extra para conferir voto na urna eletrônica; assista https://t.co/6WPgHEs7Qq,2022-08-30 15:02:34+00:00,,pt,0,0,0,0,0.052434366,0.8902192,0.05734647
183398510,"TIRA-DÚVIDAS ELEITORAL
Eleições 2022: o que muda com a nova urna eletrônica? Dos 577 mil aparelhos usados este ano, votação terá 225 mil urnas eletrônicas em nova versão. Veja o que muda e o que continua com esses equipamentos.
#Eleições2022 
https://t.co/ssjVD5Evrp",2022-08-30 14:51:03+00:00,,pt,0,2,3,0,0.10025588,0.84857076,0.05117334
2689251172,"Pessoal, já dá pra ir treinando na urna eletrônica, pra não errar no dia da votação. https://t.co/gEEB5t92Cn",2022-08-30 14:49:35+00:00,,pt,1,1,4,0,0.08064877,0.84362495,0.07572629
1152572313793179649,@senadorhumberto @LulaOficial Só se a urna eletronica fizer sua magica ... ladrao nao pode ser presidente .. nosso pais jamais sera um presidio,2022-08-30 14:48:46+00:00,,pt,0,0,0,0,0.111104645,0.835998,0.052897293
359423578,"Nossa urna eletrônica é de excelência tanto em design quanto em funcionalidade.

E viva a democracia!!!

https://t.co/6JWgX0uOyG",2022-08-30 14:39:04+00:00,,pt,0,0,0,0,0.09536112,0.6876066,0.21703236
933903805837701125,"@oliviaployola Acredito que em todos os cenários possíveis ele e os bolsonaristas vão questionar, essa narrativa ja ta sendo construída a muuuito tempo, os bolsonaristas ja tão envenenados com essa conversa de urna eletrônica.",2022-08-30 14:37:36+00:00,,pt,0,0,0,0,0.0984024,0.86009794,0.04149973
924386723773247488,"Ou seja, não há segurança alguma.
https://t.co/5ASePgJH3z",2022-08-30 14:34:54+00:00,,pt,0,0,0,0,0.1384895,0.82219905,0.039311435
2544735024,Ces nao tem noção do QUÃO seguro é uma urna eletrônica,2022-08-30 14:28:52+00:00,,pt,0,0,0,0,0.092790686,0.8616859,0.04552338
3038934071,"Análise de design ÚTIL para a sociedade: urna eletrônica 
https://t.co/kFBTOjkoa7",2022-08-30 14:25:24+00:00,,pt,0,1,1,0,0.057590015,0.8977037,0.044706143
25029808,Eleitor terá tempo extra para conferir voto na urna eletrônica; vídeo https://t.co/3Bfu9mlQNv,2022-08-30 14:25:04+00:00,,pt,6,4,45,2,0.045300305,0.89332,0.0613797
484665157,"@_cellefonseca Cida 50018, Sara500 e Iza 5000 receberão meu voto...Na verdade estou treinando os números para a urna eletrônica, rs.",2022-08-30 14:19:48+00:00,,pt,0,0,0,0,0.051657725,0.8812092,0.06713307
1479451423599439877,@BrazilFight Sonhei que votava numa urna eletrônica com voto impresso!,2022-08-30 14:15:53+00:00,,pt,1,1,25,1,0.031028768,0.7831152,0.185856
830828663587368961,"No vídeo de hoje, o @leo_bos reagiu e analisou o UX Design da nova urna eletrônica. Hoje, respondemos a pergunta: a nova urna eletrônica tem um bom design? Veja a análise profunda e veredito no link: https://t.co/FujEmVek3N  6/6 🧶 https://t.co/x7WxhuKYcy",2022-08-30 14:08:01+00:00,,pt,3,0,24,1,0.108155936,0.80784416,0.0839999
3433135973,"Mas isso não vem de agora

Trabalhei em eleições, de 1994 ( ainda papel) até 2006, vi a tradição para urna eletrônica e nessa época muita gente armada ia votar. 

No final dos anos 90 tive que chamar o juiz eleitoral para retirar um homem que estava bêbado e armado https://t.co/HsiC4mtV9Z",2022-08-30 14:03:45+00:00,,pt,0,0,0,0,0.12189905,0.82675385,0.051347107
830828663587368961,"A Urna Eletrônica, então, traz transparência tb por meio de acessibilidade e usabilidade excepcionais. Ela segue boas práticas similares à WCAG e Heurísticas de Nielsen, que tornam seu uso fácil para toda habilidades cognitiva ou sensorial. TODOS devem poder votar!  3/6 🧶 https://t.co/Boo6aliTiL",2022-08-30 14:03:18+00:00,,pt,1,1,10,0,0.06436523,0.8181788,0.11745595
830828663587368961,"A nova urna eletrônica é boa mesmo? Ela tem um bom design? Essa pergunta pode parecer boba, mas interfere diretamente na sua capacidade de ser utilizável por toda a população, com aplicação em escala, segurança e anonimato. Vem de thread! 1/6 🧶 https://t.co/ols9blcugi",2022-08-30 14:03:15+00:00,,pt,12,1,75,0,0.08731318,0.81670827,0.09597843
1564305953411010563,https://t.co/l8L4LwXh38,2022-08-30 13:56:37+00:00,,zxx,0,0,0,0,0.25203025,0.47640556,0.2715641
1556253067993030657,Julian Assange foi condenado na Austrália em 1987. Brasil nem sonhava com tecnologia... Agora querem dizer a nós que a urna eletrônica é segura?? https://t.co/p4dTdLKomw,2022-08-30 13:38:27+00:00,,pt,0,0,0,0,0.20441288,0.75304407,0.042542923
54431359,"@cauemoura Não sei se vale a pena, pq nao sei se vai furar a bolha.
Mas seria legal alguem pra falar da urna eletrônica e explicar pq ela é mais segura que voto impresso.",2022-08-30 13:36:54+00:00,,pt,0,0,0,0,0.13174805,0.81703347,0.05121843
1518796867773116417,"@PAULOTRICOL0RSP @JenildoCoda @DaniloGentili @nikolas_dm Aimores MG '  O meu voto é dele...Se não o reber foi a urna eletrônica, q não digitou o número dele 👀👀👀👀👀👁👁👁👁👁",2022-08-30 13:28:48+00:00,{'place_id': '6efc7f8f05a3da11'},pt,0,0,2,0,0.13916452,0.7848796,0.075955786
177530359,"""...se Bolsonaro fez algum bem, foi ensinar aos brasileiros que urna eletrônica não é penico."" https://t.co/MdDWd5vX9j",2022-08-30 13:27:17+00:00,,pt,0,0,0,0,0.1254671,0.8250134,0.04951943
1187744468,"@Julia_____lima @Gabr_fragata @Elainnefaria1 Essa pesquisa saiu na véspera do primeiro turno de 2018, apresentando números muito próximos aos da urna eletrônica.",2022-08-30 13:26:14+00:00,,pt,0,3,8,0,0.06266422,0.885558,0.05177777
1389364617709826048,“É capaz da urna eletrônica fazer o outro lá ganhar”,2022-08-30 13:22:37+00:00,,pt,0,0,1,0,0.0662051,0.8563462,0.07744875
324435809,"@UOLNoticias Depois mudará de opinião, assim como mudou em relação à urna eletrônica auditável.",2022-08-30 13:21:03+00:00,,pt,0,0,0,0,0.08969181,0.86979645,0.04051173
1519418776726478856,"@LucianoGiusepp4 Se a urna eletrônica é confiável, qual o motivo para não imprimir o voto ?
Como esse sistema foi implantado pelos Marxistas (PSDB, PT, ..) está na hora de aperfeiçoar a Caixa de Pandora.",2022-08-30 13:10:16+00:00,,pt,0,0,1,0,0.11850681,0.8427947,0.0386984
1019353524835151872,lindo o look all red pra apertar 13 confirma na urna eletronica https://t.co/wqdr1U4XOd https://t.co/TCcpDfnzGZ,2022-08-30 13:08:35+00:00,,pt,0,0,1,0,0.044726186,0.8783212,0.076952636
1445132186676498435,“A proibição de celular na urna eletrônica é muito razoável: essa ‘fiscalização caseira’ não funciona” https://t.co/q6LIeDImPG,2022-08-30 13:01:52+00:00,,pt,0,0,0,0,0.13541314,0.80660117,0.057985626
1018091528647045120,“A proibição de celular na urna eletrônica é muito razoável: essa ‘fiscalização caseira’ não funciona” https://t.co/PJwrsR7Zse,2022-08-30 13:01:51+00:00,,pt,0,0,0,0,0.13541314,0.80660117,0.057985626
782079051867496449,"@WagnerLja Brasil, país de mimimis e maricas, cujo presidente atrasa na compra de vachina e manda comprá-la na casa da mãe por não ser coveiro. Brasil, cujo chefe de Estado convida em seu palácio a comunidade internacional para dizer que urna eletrônica é fraude.",2022-08-30 12:57:06+00:00,,pt,0,0,0,0,0.057782136,0.86888295,0.07333481
279655166,Lembre do recado do presidente @LulaOficial e não deposite ódio na urna eletrônica. Deposite amor e esperança. #Vote5050 #AFederaldaUnB https://t.co/mbCyWiNR3h,2022-08-30 12:55:59+00:00,,pt,3,2,10,0,0.088557854,0.7908708,0.12057136
1150578125719441408,"Certa vez precisei de um mockup muito específico (coleira de cachorro), hoje preciso de uma urna eletrônica!",2022-08-30 12:53:10+00:00,,pt,0,0,1,0,0.033657126,0.7924238,0.1739191
1204133190031552514,Se quando eu votar aparecer algo diferente nas urnas eu juro que vou fazer um escândalo tão grande! chamar a polícia e vou até o fim pra provar que votação em urna eletrônica é falha e fácil de se burlar!,2022-08-30 12:52:11+00:00,,pt,0,0,0,0,0.03564141,0.7005203,0.26383835
3227278149,"“... a população não está afim de experimentalismos - já basta  o de 2018. 
... se Bolsonaro fez algum bem, foi ensinar aos brasileiros que urna eletrônica não é penico”. https://t.co/A4ycnF3qJr",2022-08-30 12:52:10+00:00,,pt,0,0,0,0,0.14991926,0.7873751,0.06270566
1058519546028531713,@GellaAdauto Eu vou moer a urna eletrônica se estiver fraudado.,2022-08-30 12:51:22+00:00,,pt,0,0,0,0,0.16103688,0.79637736,0.042585704
101753997,"Aumento do tempo conferindo candidato na urna eletrônica com 5 cargos pra votar não parece boa
Tem gente que já era lerda e as filas grandes e isso vai aumentar o tempo delas votando #TSE",2022-08-30 12:50:38+00:00,,pt,0,1,0,0,0.05775354,0.86760616,0.0746403
186501440,"@silviogrimaldo Não leio o jornal. 
Mostraram as imagens das câmaras? Tão simples desmentir uma desconfiança dessas quanto é imprimir o voto na urna eletrônica de votação!",2022-08-30 12:29:59+00:00,,pt,0,0,0,0,0.17851086,0.74685144,0.07463759
25021826,Desembargador de SC é considerado pai da urna eletrônica https://t.co/ObtjsgOUPy via @ND_mais_,2022-08-30 12:22:04+00:00,,pt,0,0,0,0,0.049574785,0.90620166,0.04422374
78824309,"@cappgil @dennerestevesf @folha Quem for contra urna eletrônica, fazem o favor de não ir votar.
Talkey?",2022-08-30 12:11:44+00:00,,pt,0,2,0,0,0.1107295,0.84751296,0.041757453
243673978,"No dia das eleições será proibido:
Telefone Celular, Uso de arma (para quem tem o porte), uso de aguá mineral, (pode ser usada para jogar na urna eletrônica), será proibido votar no 22, o que mais o Grupo Pika das Galáxias quer?",2022-08-30 12:08:45+00:00,,pt,0,0,0,0,0.080578595,0.8683899,0.051031485
1531305052547203073,"galera calma, enquete de instagram não é urna eletrônica não precisa ficar invadindo a dos outros 🤭",2022-08-30 12:08:25+00:00,,pt,0,0,0,0,0.10211158,0.7924623,0.10542613
113509146,"@AndreJanonesAdv Tinham de proibir de levar celulares para debates também... 
É tudo muito estável!
Tipo o sistema da Urna Eletrônica! #Eleicoes2022",2022-08-30 12:07:08+00:00,,pt,0,0,0,0,0.06826513,0.7742456,0.15748921
1517903791273693184,O desespero do Xandão está tão grande que é capaz de proibir o uso da tecla “2” na urna eletrônica. #Eleicoes2022 https://t.co/l3UB4FqkTH,2022-08-30 12:04:22+00:00,,pt,19,0,69,2,0.06850924,0.8152997,0.116191044
26636478,Veja como usar a urna eletrônica em simulador autorizado pelo TSE ✅ https://t.co/VaSqpsiItu,2022-08-30 11:56:08+00:00,,pt,0,0,0,0,0.035044506,0.899867,0.06508834
1517903791273693184,@VEJA @EconomicoRadar O desespero está tão grande que é capaz de proibirem o uso da tecla “2” na urna eletrônica. https://t.co/LuOgoLJYwG,2022-08-30 11:54:05+00:00,,pt,0,0,0,0,0.081760034,0.83326864,0.084971346
1399745879452626955,"@Ricardo48236028 @danipuuh @folha acho melhor voce preencher isso. 
pode colocar: mimimi por causa do STF

mimimi por causa da urna eletrônica auditável 

mimimimi por causa do debate",2022-08-30 11:50:41+00:00,,pt,0,1,1,0,0.122419246,0.830319,0.04726182
1510726035893014537,"@kimpaim Pesquisas podemos fazer por aqui, essas pesquisas de ir em casa em casa e passado, temos a internet pra isso temos a tecnologia pra isso, falam tanto da urna eletrônica mas querem fazer pesquisas nas ruas 😝",2022-08-30 11:50:06+00:00,,pt,0,0,0,0,0.028134508,0.8158138,0.15605168
765993166650638336,"Você vota no candidato que o dono do partido escolheu. Você não elege ninguém, só referenda a corrupção aceitando ser obrigado a votar e a votar em uma suspeitíssima urna eletrônica.",2022-08-30 11:46:45+00:00,,pt,0,0,0,0,0.12676765,0.80980176,0.063430645
1491124825322049538,"@YMCBahia Vou madrugar na frente da urna eletrônica, apertar 13 e preparar a festa com fé na vitória no primeiro turno 😍💅💃💃💃💃💃💃💃 https://t.co/EPnYq4tssJ",2022-08-30 11:27:48+00:00,,pt,0,0,1,0,0.0012154919,0.1214133,0.877371
2442030639,Passado que a urna eletronica tem um gif de um interprete de libras! 👏🏼👏🏼👏🏼👏🏼,2022-08-30 11:27:03+00:00,,pt,0,0,0,0,0.009454258,0.19765207,0.7928936
892555118947823622,"Nada mais justo pra quem não acredita em urna eletrônica, usar dinheiro em papel 😳 https://t.co/AfTkwP7nwL",2022-08-30 11:22:11+00:00,,pt,0,0,0,0,0.10057377,0.81905645,0.08036973
2597836705,O jornalista do SE2 ensinando como usa a urna eletronica e metendo o 13 kkkkkkkkkkkkkkkkkkk,2022-08-30 11:12:57+00:00,,pt,0,0,5,0,0.09033746,0.8701152,0.0395473
69274351,"@vacaprofana666 @robertantonny @BernardoMF Eles apenas são espalhafatosos. Gritam, adesivam os carros, brigam. Nós temos medo de nos mostrar. Mas faremos isto caladinhos na urna (Eletronica)",2022-08-30 11:03:38+00:00,{'place_id': '559fe09585259001'},pt,0,1,2,0,0.1120428,0.8300781,0.057878975
380333832,"É possível votar somente para presidente ou para qualquer outra função. A urna eletrônica contabiliza cada voto individualmente e a escolha por votar em branco ou nulo em um dos cargos não interfere na forma como a votação será computada.

Nulos e brancos não definem eleição! https://t.co/BUbYK1JKgl",2022-08-30 11:00:22+00:00,,pt,0,0,1,0,0.09787296,0.81911725,0.083009794
786667912023138304,"@monica2js @obsmnbah @RogerioCorreia_ Você sabe que robô não vota na urna eletrônica, né?",2022-08-30 10:46:37+00:00,,pt,0,1,0,0,0.13077238,0.8340197,0.035207838
1538952310507900933,"@Cristia92735779 @EduardoTheodor7 @GuilhermeBoulos É assim mesmo, o Bozo ganhou 2018 na urna eletrônica e acreditava no mito! E hj a mesma pesquisa é falsa são uns bundões mesmo atura que doe menos...
Lula@ 2022 51% no 1• turno kkkkkkkkk",2022-08-30 10:44:56+00:00,,pt,0,1,0,0,0.093685664,0.8095589,0.09675538
1401692619281944576,"@brandao627 @TSEjusbr Corrigindo, eram 2 dias de folga, mas o patrão não dava nenhum, ia porque gostava,  caso contrário arrumava uma justificativa. Trabalhei em várias eleições na apuração, com o aparecimento da urna eletrônica me convocaram como mesário, e foi outras tantas.",2022-08-30 10:36:29+00:00,,pt,0,1,0,0,0.081774436,0.85561115,0.06261445
38857931,"@M2sjoe @DanielV97457546 Estelionato eleitoral ou golpe velado, como queiram chamar. Pra mim é o q acontece nessa eleição. A fraude ñ está na urna eletrônica. Está na manipulação da informação.",2022-08-30 10:30:55+00:00,,pt,0,0,0,0,0.12945881,0.8206731,0.049868062
2849637105,"PESQUISA IPEC: LULA SEGUE COM 44% E BOLSONARO COM 32% NO PRIMEIRO TURNO O ‘IPEC’ APONTA ESTABILIDADE ENTRE LULA E BOLSONARO. E VEJA A ORDEM DE ESCOLHA NA URNA ELETRÔNICA NAS ELEIÇÕES 2022.
https://t.co/om5fuV1DAp
BLOG EDMILSON MOURA/POR GENTILEZA CLICK NO LINK VEJA MAIS DETALHES. https://t.co/WZBRDcfY9J",2022-08-30 10:17:30+00:00,,pt,0,0,0,0,0.19325536,0.7579759,0.0487687
150057687,Agora falando que a urna eletrônica não é confiável e que vão gravar o voto pra caso haja interferência,2022-08-30 10:03:21+00:00,,pt,0,0,0,0,0.1499912,0.79882854,0.05118027
796113520270176256,"@UOLNoticias O entendimento e a definição de Atos Antidemocráticos é muito ampla. Aquele que fere a democracia apenas com relação ao SUPREMO, a URNA ELETRÔNICA. Quando um protesto impede as pessoas de ir e vir, invadem terras produtivas, depredam bens públicos, como se chama?",2022-08-30 09:52:13+00:00,{'place_id': 'f207b85be9f1513e'},pt,0,0,0,0,0.16527747,0.79074013,0.043982442
1049175408661487616,"@MaxBataglia @leandroruschel os dados são retirados via mídia móvel e possui 5 cópias pra quem quiser ver, inclusive você analfabeto funcional que não entende como funciona uma urna eletrônica 

então sim, eu sei mas você não sabe pq é uma besta :)",2022-08-30 09:44:05+00:00,,pt,0,1,1,0,0.0060554836,0.28122917,0.7127152
1217586619122900995,"Universidades testam novo modelo de urna eletrônica e atestam segurança da votação, diz TSE https://t.co/juoKM5nclN",2022-08-30 09:37:24+00:00,,pt,0,0,0,0,0.06616775,0.88240474,0.05142748
1522915797076779009,Por isso não querem celulares na urna eletrônica!!! https://t.co/zzwECAcarz,2022-08-30 09:30:29+00:00,,pt,1,0,1,0,0.12034022,0.7727453,0.1069145
1049175408661487616,"@MaxBataglia @leandroruschel eu não falei de dispositivos e sim serviços online, lembrando q a urna eletrônica não tem acesso a internet kkkkkk

como tu é desinformado pô kkkkkkk",2022-08-30 09:18:43+00:00,,pt,0,1,1,0,0.14592312,0.8091305,0.044946365
1302342062239551489,@souathifannyle1 sexo na urna eletrônica &gt;&gt;&gt;&gt;&gt;,2022-08-30 08:22:47+00:00,,pt,0,0,2,0,0.026252847,0.854539,0.11920817
1460656777792528384,"Mais um blefe audiovisual desse estrume humano. Golpe nunca mais, ditadura jamais, defesa da Democracia sempre, vamos dar um basta nesse governo em Outubro votando certo. LULA para Presidente, é 13 na urna eletronica. https://t.co/18NFD4j9of",2022-08-30 08:16:44+00:00,,pt,0,0,0,0,0.10788131,0.83349794,0.05862069
1557849405599977472,@kimpaim @Amazonapatriot Lula tem esperança na 3ª opção: a urna eletrônica não auditavel. Lula espera que Xandão consiga impedir a auditoria das eleições pelas FFAA.,2022-08-30 08:07:45+00:00,,pt,0,0,1,0,0.10784942,0.8440176,0.048133098
341587773,"@leandroruschel Porque será?! Todo mundo do seu perfil vota em Biro-Liro, mas é Lulampião está ganhando com folga?! E não é a urna eletrônica! Simples! O Twitter não dá voto! ...",2022-08-30 08:01:05+00:00,,pt,0,0,0,0,0.18788376,0.68845105,0.123665124
1250440973999419395,"@LuizCACruz @DanielLobo27 Recuperam um vídeo de 2017, que fala da eleição de 14 - aquela que o Aécio auditou e não achou nada, para falar DE NOVO de urna eletrônica.

Fake  fake, fake,  já desmentida pelo TSE.",2022-08-30 08:00:39+00:00,,pt,0,0,0,0,0.54925734,0.41653356,0.034209147
219647105,"@flferronato @UOL Eu não sabia que agora a eleição acontecia por enquete da UOL, jurava que era na urna eletrônica. Moderno, não?",2022-08-30 07:49:35+00:00,,pt,0,0,0,0,0.11622463,0.83803064,0.045744706
1055338538143793152,@edd_juniorr @euclarice @ErikakHilton Aqui nem urna eletrônica tem💀,2022-08-30 06:50:01+00:00,,pt,0,0,0,0,0.39362067,0.57018304,0.036196336
